source,company,job_id,title,location,description,posting_date,job_url,discard_reason,score,urgency,job_signals_score,company_signals_score,score_breakdown,linkedin_url,company_size,funding_stage
ashby,Ashby,751768c6-8d97-4e91-a57d-6b85ce4b5a37,"Senior Product Engineer, Americas",Remote - US,"Hi 👋🏾 I’m Abhik https://www.linkedin.com/in/abhikpramanik, Ashby's Co-Founder and VP of Engineering. We’re looking for a versatile, persistent product engineer who’s not afraid to set up reusable building blocks across the stack and advocate for the time and space to do so. At Ashby, all our engineers ship features end-to-end at a high pace. Example is the best leadership. We’ll give you the room to do your best work, and you'll be our guide! If that speaks to you, read on. What Ashby gives you ",2026-04-30,https://jobs.ashbyhq.com/ashby/751768c6-8d97-4e91-a57d-6b85ce4b5a37,,65,MEDIUM,32,33,50-500emp(+20) SeriesC(+15) NoTA(+15) 18OpenRoles(+15) NY(+10),https://www.linkedin.com/company/ashby/jobs,~100 (Series C),Series C
ashby,Ashby,448baa35-cd72-468a-bcab-51dd55b7a275,"Staff Product Engineer, Canada",Remote - Canada,"Hi 👋🏾 I’m Abhik https://www.linkedin.com/in/abhikpramanik, Ashby's Co-Founder and VP of Engineering. We’re looking for a versatile, persistent product engineer who’s not afraid to set up reusable building blocks across the stack and advocate for the time and space to do so. At Ashby, all our engineers ship features end-to-end at a high pace. Example is the best leadership. We’ll give you the room to do your best work, and you'll be our guide! If that speaks to you, read on. What Ashby gives you ",2026-04-30,https://jobs.ashbyhq.com/ashby/448baa35-cd72-468a-bcab-51dd55b7a275,,65,MEDIUM,32,33,50-500emp(+20) SeriesC(+15) NoTA(+15) 18OpenRoles(+15) NY(+10),https://www.linkedin.com/company/ashby/jobs,~100 (Series C),Series C
ashby,Ashby,151f2354-5058-48f5-a2cc-f92c756da5af,Staff IT Engineer,Remote - US,"Hey! My name is John https://www.linkedin.com/in/john-reynolds-74511660/ and I started here at Ashby as IT Manager around 6 months ago, excited to meet you! In that time Ashby has grown from ~250 to 320 folks and the scope of what we’re doing in IT has expanded, with this role we hope to continue the steep trajectory for the team and the world-class support for the company. Currently the IT team here is just me, we want to grow that team to keep giving the Ashby team world-class service and the ",2026-04-27,https://jobs.ashbyhq.com/ashby/151f2354-5058-48f5-a2cc-f92c756da5af,,65,MEDIUM,32,33,50-500emp(+20) SeriesC(+15) NoTA(+15) 18OpenRoles(+15) NY(+10),https://www.linkedin.com/company/ashby/jobs,~100 (Series C),Series C
ashby,Ashby,bf3a9621-0ff5-4f6a-a90d-081562d4dad2,Director of Support Engineering - Americas,Remote - US,"Hi! I'm Allie, Head of Support at Ashby. 👋 I have had the privilege of working with an incredible Support Team full of highly knowledgeable, driven team members who care deeply about the success of our customers. As Ashby grows, the complexity of our customers’ workflows, integrations, and technical environments continues to increase. We are building a Support Engineering function that can both resolve deeply technical issues and influence how our product evolves to prevent those issues in the f",2026-04-24,https://jobs.ashbyhq.com/ashby/bf3a9621-0ff5-4f6a-a90d-081562d4dad2,,65,MEDIUM,32,33,50-500emp(+20) SeriesC(+15) NoTA(+15) 18OpenRoles(+15) NY(+10),https://www.linkedin.com/company/ashby/jobs,~100 (Series C),Series C
ashby,Ashby,2d03f0fe-2f3c-4c8e-9b89-7c6a35f9e7a4,Product Support Engineer - EMEA,Remote - European Union,"Hello! I’m Allie, Head of Support here at Ashby. I'm excited to share that we're hiring a Support Engineer in Europe! 🎉 About this Role As a Support Engineer, you will be at the center of providing an excellent experience to customers by diagnosing and resolving technical issues ensuring a high level of customer satisfaction through effective communication and problem-solving. You will assist with investigating and resolving technical issues that come to Support while identifying patterns in cus",2026-04-16,https://jobs.ashbyhq.com/ashby/2d03f0fe-2f3c-4c8e-9b89-7c6a35f9e7a4,,65,MEDIUM,32,33,50-500emp(+20) SeriesC(+15) NoTA(+15) 18OpenRoles(+15) NY(+10),https://www.linkedin.com/company/ashby/jobs,~100 (Series C),Series C
ashby/dice,Alchemy Software Solutions LLC,3dc60d31-32dd-455f-a408-b65b9d971e91,Senior DevOps Engineer,"New York, NY",,2026-05-22,https://www.dice.com/job-detail/3dc60d31-32dd-455f-a408-b65b9d971e91,,62,HIGH,30,32,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_Web3(+10),https://www.linkedin.com/company/alchemy-software-solutions-llc/jobs,~374 (Series C),Series C – $200M (2022) – $10.2B valuation
ashby/dice,Alchemy Software Solutions LLC,08eea821-6d1d-4261-9022-94e55d79c5f4,Software Engineer - Solutions,New York,"The Role Alchemy powers the most innovative companies in crypto - from Robinhood and Coinbase to Worldcoin and Stripe. As a Software Engineer focused on Solutions, you'll work directly with our most strategic customers to help them design scalable systems, optimize performance, and push the boundaries of what’s possible in blockchain infrastructure. You’ll be a strategic advisor, systems architect, and product collaborator rolled into one. You’ll bridge the gap between bleeding-edge use cases an",2026-04-20,https://jobs.ashbyhq.com/alchemy/08eea821-6d1d-4261-9022-94e55d79c5f4,,62,MEDIUM,30,32,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_Web3(+10),https://www.linkedin.com/company/alchemy-software-solutions-llc/jobs,~374 (Series C),Series C – $200M (2022) – $10.2B valuation
ashby/dice,Alchemy Software Solutions LLC,13e2b191-c6f2-45b7-901c-7a0d00d65dee,Software Engineer (Backend) - Distributed Systems,New York,"About The Role As a Software Engineer at Alchemy, you’ll be focused on building one of the most sophisticated and high-throughout distributed systems that power the global backbone powering billions of users in Web3. It’s a unique opportunity combining the most challenging engineering problems, crypto-forward exposure, and direct customer impact. What You'll Do - To help define the vision for the backend infrastructure that supports our team’s product pillar and guide the team in executing again",2026-04-20,https://jobs.ashbyhq.com/alchemy/13e2b191-c6f2-45b7-901c-7a0d00d65dee,,62,MEDIUM,30,32,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_Web3(+10),https://www.linkedin.com/company/alchemy-software-solutions-llc/jobs,~374 (Series C),Series C – $200M (2022) – $10.2B valuation
ashby/dice,Alchemy Software Solutions LLC,7c568703-d052-459f-8b8c-0b3cd710516e,Protocol Engineer,New York,"The Role Alchemy is building out distributed protocols to augment our developer platform. You will be architecting and building those protocols, and setting the bar for highly readable, optimized, and secure code backed by a comprehensive test suite. You'll be responsible for bringing the same level of security, speed, and stability as our existing platform to our distributed efforts. As they augment our existing developer platform, the contracts you build will quickly become a platform for thou",2026-04-20,https://jobs.ashbyhq.com/alchemy/7c568703-d052-459f-8b8c-0b3cd710516e,,62,MEDIUM,30,32,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_Web3(+10),https://www.linkedin.com/company/alchemy-software-solutions-llc/jobs,~374 (Series C),Series C – $200M (2022) – $10.2B valuation
ashby/dice,Alchemy Software Solutions LLC,66e65a72-785c-4fa8-9833-4c1661146a68,Cloud Infrastructure Engineer,New York,"About the Role As an engineer in the Infrastructure department at Alchemy, you will design, deploy, and continuously improve the infrastructure powering our blockchain developer platform — serving 100+ chains, billions of daily requests, and over $150B in annual transactions. The Infrastructure team provides the infrastructure, tooling, and expertise needed to allow Alchemy engineers to ship, scale, and operate high-quality products in a fast, safe, and cost-efficient manner. What You'll Do - Ar",2026-04-20,https://jobs.ashbyhq.com/alchemy/66e65a72-785c-4fa8-9833-4c1661146a68,,62,MEDIUM,30,32,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_Web3(+10),https://www.linkedin.com/company/alchemy-software-solutions-llc/jobs,~374 (Series C),Series C – $200M (2022) – $10.2B valuation
ashby/dice,Alchemy Software Solutions LLC,cdb0fb07-d52a-42d8-b4e6-d037c2afeb10,Data Analytics Engineer,New York,"The Role This role sits at the frontier of how AI consumes and acts on internal company data. You'll be the data layer for the entire company — a strategic partner to Finance, Marketing, Sales, Product, and Data Science — designing the clean, trusted datasets that power our AI tooling and ensuring every team can make decisions from a single source of truth. You'll explore how technologies like MCP can unlock self-serve AI data access across the org, and ensure that as we adopt new AI capabilitie",2026-04-20,https://jobs.ashbyhq.com/alchemy/cdb0fb07-d52a-42d8-b4e6-d037c2afeb10,,62,MEDIUM,30,32,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_Web3(+10),https://www.linkedin.com/company/alchemy-software-solutions-llc/jobs,~374 (Series C),Series C – $200M (2022) – $10.2B valuation
greenhouse,Cockroach Labs,?gh_jid=7768261,Engineering Summer Internships - 2026,"New York, NY","&lt;div class=&quot;job-post-container&quot; style=&quot;position: relative; background-color: white; padding: 20px; max-width: 1000px; margin: 0 auto; box-shadow: 0px 0px 10px rgba(0, 0, 0, 0.1); min-height: 500px; border: 5px solid #0037A5;&quot;&gt;
&lt;div style=&quot;position: absolute; top: 0; left: 2; width: 200px; height: 300px; margin-top: 30px; opacity: 1; z-index: 1;&quot;&gt;&amp;nbsp;&lt;/div&gt;
&lt;div class=&quot;job-post-content&quot; style=&quot;position: relative; z-index: 2;&",2026-05-06,https://www.cockroachlabs.com/careers/job/?gh_jid=7768261,,60,HIGH,28,32,50-500emp(+20) SeriesE(+20) NoTA(+15) 5OpenRoles(+10) NY(+10),https://www.linkedin.com/company/cockroach-labs/jobs,~350 (Series E),Series E – $278M
greenhouse,Cockroach Labs,?gh_jid=7852365,Staff Product Manager (Data Onboarding),"New York, NY","&lt;div class=&quot;job-post-container&quot; style=&quot;position: relative; background-color: white; padding: 20px; max-width: 1000px; margin: 0 auto; box-shadow: 0px 0px 10px rgba(0, 0, 0, 0.1); min-height: 500px; border: 5px solid #0037A5;&quot;&gt;
&lt;div style=&quot;position: absolute; top: 0; left: 2; width: 200px; height: 300px; margin-top: 30px; opacity: 1; z-index: 1;&quot;&gt;&amp;nbsp;&lt;/div&gt;
&lt;div class=&quot;job-post-content&quot; style=&quot;position: relative; z-index: 2;&",2026-04-24,https://www.cockroachlabs.com/careers/job/?gh_jid=7852365,,60,MEDIUM,28,32,50-500emp(+20) SeriesE(+20) NoTA(+15) 5OpenRoles(+10) NY(+10),https://www.linkedin.com/company/cockroach-labs/jobs,~350 (Series E),Series E – $278M
greenhouse,Cockroach Labs,?gh_jid=7781019,"Sr. Marketing Content Strategist, AI Visibility","New York, NY","&lt;div class=&quot;job-post-container&quot; style=&quot;position: relative; background-color: white; padding: 20px; max-width: 1000px; margin: 0 auto; box-shadow: 0px 0px 10px rgba(0, 0, 0, 0.1); min-height: 500px; border: 5px solid #0037A5;&quot;&gt;
&lt;div style=&quot;position: absolute; top: 0; left: 2; width: 200px; height: 300px; margin-top: 30px; opacity: 1; z-index: 1;&quot;&gt;&amp;nbsp;&lt;/div&gt;
&lt;div class=&quot;job-post-content&quot; style=&quot;position: relative; z-index: 2;&",2026-04-13,https://www.cockroachlabs.com/careers/job/?gh_jid=7781019,,60,MEDIUM,28,32,50-500emp(+20) SeriesE(+20) NoTA(+15) 5OpenRoles(+10) NY(+10),https://www.linkedin.com/company/cockroach-labs/jobs,~350 (Series E),Series E – $278M
greenhouse,Cockroach Labs,?gh_jid=7663160,Member of Technical Staff (Storage),"New York, NY","&lt;div class=&quot;job-post-container&quot; style=&quot;position: relative; background-color: white; padding: 20px; max-width: 1000px; margin: 0 auto; box-shadow: 0px 0px 10px rgba(0, 0, 0, 0.1); min-height: 500px; border: 5px solid #0037A5;&quot;&gt;
&lt;div style=&quot;position: absolute; top: 0; left: 2; width: 200px; height: 300px; margin-top: 30px; opacity: 1; z-index: 1;&quot;&gt;&amp;nbsp;&lt;/div&gt;
&lt;div class=&quot;job-post-content&quot; style=&quot;position: relative; z-index: 2;&",2026-02-27,https://www.cockroachlabs.com/careers/job/?gh_jid=7663160,,60,MEDIUM,28,32,50-500emp(+20) SeriesE(+20) NoTA(+15) 5OpenRoles(+10) NY(+10),https://www.linkedin.com/company/cockroach-labs/jobs,~350 (Series E),Series E – $278M
greenhouse,Cockroach Labs,?gh_jid=7409253,Sr. Staff Sales Engineer - US West,"Remote, United States","&lt;div class=&quot;job-post-container&quot; style=&quot;position: relative; background-color: white; padding: 20px; max-width: 1000px; margin: 0 auto; box-shadow: 0px 0px 10px rgba(0, 0, 0, 0.1); min-height: 500px; border: 5px solid #0037A5;&quot;&gt;
&lt;div style=&quot;position: absolute; top: 0; left: 2; width: 200px; height: 300px; margin-top: 30px; opacity: 1; z-index: 1;&quot;&gt;&amp;nbsp;&lt;/div&gt;
&lt;div class=&quot;job-post-content&quot; style=&quot;position: relative; z-index: 2;&",2026-04-21,https://www.cockroachlabs.com/careers/job/?gh_jid=7409253,,60,MEDIUM,28,32,50-500emp(+20) SeriesE(+20) NoTA(+15) 5OpenRoles(+10) NY(+10),https://www.linkedin.com/company/cockroach-labs/jobs,~350 (Series E),Series E – $278M
ashby/dice,Whatnot,46959e34-8606-4dd6-84fb-80b83062e750,Feature Platform Engineer,"New York, NY",,2026-05-22,https://www.dice.com/job-detail/46959e34-8606-4dd6-84fb-80b83062e750,,58,MEDIUM,28,30,50-500emp(+20) SeriesD(+20) 12OpenRoles(+15) NY(+10),https://www.linkedin.com/company/whatnot/jobs,~500 (Series D),Series D – $260M
ashby/dice,Whatnot,3b693898-6a9d-4dd2-9e6a-c18f2794c176,LLM Platform Engineer,"New York, NY",,2026-05-22,https://www.dice.com/job-detail/3b693898-6a9d-4dd2-9e6a-c18f2794c176,,58,MEDIUM,28,30,50-500emp(+20) SeriesD(+20) 12OpenRoles(+15) NY(+10),https://www.linkedin.com/company/whatnot/jobs,~500 (Series D),Series D – $260M
ashby/dice,Whatnot,9ece6422-5729-4df5-a3e2-7b78c26bf1d2,Machine Learning Infrastructure Engineer,"New York, NY",,2026-05-22,https://www.dice.com/job-detail/9ece6422-5729-4df5-a3e2-7b78c26bf1d2,,58,MEDIUM,28,30,50-500emp(+20) SeriesD(+20) 12OpenRoles(+15) NY(+10),https://www.linkedin.com/company/whatnot/jobs,~500 (Series D),Series D – $260M
ashby/dice,Whatnot,67d4e32c-1f9d-497f-99b1-d5213e3ddcd3,"Software Engineer, Video","New York, NY","🚀 JOIN THE FUTURE OF COMMERCE WITH WHATNOT! Whatnot is the largest livestream shopping platform in North America and Europe to buy, sell, and discover the things you love. Whether it's trading cards, fashion, electronics, or live plants, our sellers are building real businesses across hundreds of categories. We're building live commerce at a scale that's never been done in the West, and there's no playbook to copy. The people here are shaping how an entirely new industry develops. As a remote co",2026-05-04,https://jobs.ashbyhq.com/whatnot/67d4e32c-1f9d-497f-99b1-d5213e3ddcd3,,58,MEDIUM,28,30,50-500emp(+20) SeriesD(+20) 12OpenRoles(+15) NY(+10),https://www.linkedin.com/company/whatnot/jobs,~500 (Series D),Series D – $260M
ashby/dice,Whatnot,0d25b075-6f5b-40a8-8a28-724bfff6721a,"Software Engineer, Video","New York, NY","🚀 JOIN THE FUTURE OF COMMERCE WITH WHATNOT! Whatnot is the largest livestream shopping platform in North America and Europe to buy, sell, and discover the things you love. Whether it's trading cards, fashion, electronics, or live plants, our sellers are building real businesses across hundreds of categories. We're building live commerce at a scale that's never been done in the West, and there's no playbook to copy. The people here are shaping how an entirely new industry develops. As a remote co",2026-05-04,https://jobs.ashbyhq.com/whatnot/0d25b075-6f5b-40a8-8a28-724bfff6721a,,58,MEDIUM,28,30,50-500emp(+20) SeriesD(+20) 12OpenRoles(+15) NY(+10),https://www.linkedin.com/company/whatnot/jobs,~500 (Series D),Series D – $260M
ashby/dice,Whatnot,5b8f8b59-0b5c-4306-b7c2-8cebb8893cc3,Android Engineer,"New York, NY","🚀 JOIN THE FUTURE OF COMMERCE WITH WHATNOT! Whatnot is the largest livestream shopping platform in North America and Europe to buy, sell, and discover the things you love. Whether it's trading cards, fashion, electronics, or live plants, our sellers are building real businesses across hundreds of categories. We're building live commerce at a scale that's never been done in the West, and there's no playbook to copy. The people here are shaping how an entirely new industry develops. As a remote co",2026-04-29,https://jobs.ashbyhq.com/whatnot/5b8f8b59-0b5c-4306-b7c2-8cebb8893cc3,,58,MEDIUM,28,30,50-500emp(+20) SeriesD(+20) 12OpenRoles(+15) NY(+10),https://www.linkedin.com/company/whatnot/jobs,~500 (Series D),Series D – $260M
ashby/dice,Whatnot,0216402f-19b1-46c2-b71d-d06890f29de9,"Fullstack Engineer, International","New York, NY","🚀 JOIN THE FUTURE OF COMMERCE WITH WHATNOT! Whatnot is the largest livestream shopping platform in North America and Europe to buy, sell, and discover the things you love. Whether it's trading cards, fashion, electronics, or live plants, our sellers are building real businesses across hundreds of categories. We're building live commerce at a scale that's never been done in the West, and there's no playbook to copy. The people here are shaping how an entirely new industry develops. As a remote co",2026-04-23,https://jobs.ashbyhq.com/whatnot/0216402f-19b1-46c2-b71d-d06890f29de9,,58,MEDIUM,28,30,50-500emp(+20) SeriesD(+20) 12OpenRoles(+15) NY(+10),https://www.linkedin.com/company/whatnot/jobs,~500 (Series D),Series D – $260M
ashby/dice,Whatnot,a8eb8dfb-778a-4bc3-ad7c-2590155bb22e,"Software Engineer, Discovery (Search)","New York, NY","🚀 JOIN THE FUTURE OF COMMERCE WITH WHATNOT! Whatnot is the largest livestream shopping platform in North America and Europe to buy, sell, and discover the things you love. Whether it's trading cards, fashion, electronics, or live plants, our sellers are building real businesses across hundreds of categories. We're building live commerce at a scale that's never been done in the West, and there's no playbook to copy. The people here are shaping how an entirely new industry develops. As a remote co",2026-01-15,https://jobs.ashbyhq.com/whatnot/a8eb8dfb-778a-4bc3-ad7c-2590155bb22e,,58,MEDIUM,28,30,50-500emp(+20) SeriesD(+20) 12OpenRoles(+15) NY(+10),https://www.linkedin.com/company/whatnot/jobs,~500 (Series D),Series D – $260M
ashby,Cohere,6aa3cb2b-ee8b-4c92-b505-3a7509f80d7f,"Software Engineer, Data Infrastructure",New York,"Who are we? Our mission is to scale intelligence to serve humanity. We’re training and deploying frontier models for developers and enterprises who are building AI systems to power magical experiences like content generation, semantic search, RAG, and agents. We believe that our work is instrumental to the widespread adoption of AI. We obsess over what we build. Each one of us is responsible for contributing to increasing the capabilities of our models and the value they drive for our customers.",2026-05-14,https://jobs.ashbyhq.com/cohere/6aa3cb2b-ee8b-4c92-b505-3a7509f80d7f,,52,MEDIUM,25,27,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/cohere/jobs,~500 (Series C),Series C
ashby,Cohere,9baccd88-c051-474f-bfe8-6867fca54cee,"Data Engineer, Data Foundations",New York,"Who are we? Our mission is to scale intelligence to serve humanity. We’re training and deploying frontier models for developers and enterprises who are building AI systems to power magical experiences like content generation, semantic search, RAG, and agents. We believe that our work is instrumental to the widespread adoption of AI. We obsess over what we build. Each one of us is responsible for contributing to increasing the capabilities of our models and the value they drive for our customers.",2026-04-15,https://jobs.ashbyhq.com/cohere/9baccd88-c051-474f-bfe8-6867fca54cee,,52,MEDIUM,25,27,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/cohere/jobs,~500 (Series C),Series C
ashby,Cohere,c80f0fe9-3fc4-49fe-9f26-a7115350b1fc,"Staff Research Engineer, Model Efficiency",New York,"Who are we? Our mission is to scale intelligence to serve humanity. We’re training and deploying frontier models for developers and enterprises who are building AI systems to power magical experiences like content generation, semantic search, RAG, and agents. We believe that our work is instrumental to the widespread adoption of AI. We obsess over what we build. Each one of us is responsible for contributing to increasing the capabilities of our models and the value they drive for our customers.",2025-11-07,https://jobs.ashbyhq.com/cohere/c80f0fe9-3fc4-49fe-9f26-a7115350b1fc,,52,MEDIUM,25,27,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/cohere/jobs,~500 (Series C),Series C
ashby,Cohere,e912d84c-8399-422d-8a7d-918422a3e4b1,"Audio Inference Engineer, Model Efficiency",New York,"Who are we? Our mission is to scale intelligence to serve humanity. We’re training and deploying frontier models for developers and enterprises who are building AI systems to power magical experiences like content generation, semantic search, RAG, and agents. We believe that our work is instrumental to the widespread adoption of AI. We obsess over what we build. Each one of us is responsible for contributing to increasing the capabilities of our models and the value they drive for our customers.",2025-11-07,https://jobs.ashbyhq.com/cohere/e912d84c-8399-422d-8a7d-918422a3e4b1,,52,MEDIUM,25,27,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/cohere/jobs,~500 (Series C),Series C
ashby,Cohere,f00dbf81-17ff-4584-b015-67dfae1dc59c,"Technical Program Manager, Product Engineering",United States,"Who are we? Our mission is to scale intelligence to serve humanity. We’re training and deploying frontier models for developers and enterprises who are building AI systems to power magical experiences like content generation, semantic search, RAG, and agents. We believe that our work is instrumental to the widespread adoption of AI. We obsess over what we build. Each one of us is responsible for contributing to increasing the capabilities of our models and the value they drive for our customers.",2026-05-14,https://jobs.ashbyhq.com/cohere/f00dbf81-17ff-4584-b015-67dfae1dc59c,,52,MEDIUM,25,27,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/cohere/jobs,~500 (Series C),Series C
ashby,Cohere,39cab400-c976-41d9-9002-880ac6985b64,Lead Data Scientist,United States,"Who are we? Our mission is to scale intelligence to serve humanity. We’re training and deploying frontier models for developers and enterprises who are building AI systems to power magical experiences like content generation, semantic search, RAG, and agents. We believe that our work is instrumental to the widespread adoption of AI. We obsess over what we build. Each one of us is responsible for contributing to increasing the capabilities of our models and the value they drive for our customers.",2026-03-30,https://jobs.ashbyhq.com/cohere/39cab400-c976-41d9-9002-880ac6985b64,,52,MEDIUM,25,27,50-500emp(+20) SeriesC(+20) 6OpenRoles(+10) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/cohere/jobs,~500 (Series C),Series C
dice/greenhouse,PsiQuantum,9ca59af1-1333-4d4a-a80d-b29c9ff72e13,Senior Software Platform Engineer,"New York, NY",,2026-05-22,https://www.dice.com/job-detail/9ca59af1-1333-4d4a-a80d-b29c9ff72e13,,50,MEDIUM,25,25,50-500emp(+20) MegaFunded(+20) 68OpenRoles(+15) NY(+10) NicheStack_Quantum(+10),https://www.linkedin.com/company/psiquantum/jobs,~300 (Mega-funded),Mega-funded – $700M+ raised
dice/greenhouse,PsiQuantum,apply?gh_jid=7743064003,Photonics Circuit Designer,"Palo Alto, California, United States","&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;PsiQuantum’s&amp;nbsp;mission is to build the first useful quantum computers—machines capable of delivering the breakthroughs the field has long promised. Since our founding in 2016, our singular focus has been to build and deploy million-qubit, fault-tolerant quantum systems.&lt;/span&gt;&lt;span data-ccp-props=&quot;{}&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;Quantum computers harness the ",2026-05-21,https://www.psiquantum.com/apply?gh_jid=7743064003,,50,MEDIUM,25,25,50-500emp(+20) MegaFunded(+20) 68OpenRoles(+15) NY(+10) NicheStack_Quantum(+10),https://www.linkedin.com/company/psiquantum/jobs,~300 (Mega-funded),Mega-funded – $700M+ raised
dice/greenhouse,PsiQuantum,apply?gh_jid=7743049003,R&D Engineer – Thin Film Materials,"Palo Alto, California, United States","&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;PsiQuantum’s&amp;nbsp;mission is to build the first useful quantum computers—machines capable of delivering the breakthroughs the field has long promised. Since our founding in 2016, our singular focus has been to build and deploy million-qubit, fault-tolerant quantum systems.&lt;/span&gt;&lt;span data-ccp-props=&quot;{}&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;Quantum computers harness the ",2026-05-21,https://www.psiquantum.com/apply?gh_jid=7743049003,,50,MEDIUM,25,25,50-500emp(+20) MegaFunded(+20) 68OpenRoles(+15) NY(+10) NicheStack_Quantum(+10),https://www.linkedin.com/company/psiquantum/jobs,~300 (Mega-funded),Mega-funded – $700M+ raised
dice/greenhouse,PsiQuantum,apply?gh_jid=7743083003,Senior Photonic Designer,"Palo Alto, California, United States","&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;PsiQuantum’s&amp;nbsp;mission is to build the first useful quantum computers—machines capable of delivering the breakthroughs the field has long promised. Since our founding in 2016, our singular focus has been to build and deploy million-qubit, fault-tolerant quantum systems.&lt;/span&gt;&lt;span data-ccp-props=&quot;{}&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;Quantum computers harness the ",2026-05-21,https://www.psiquantum.com/apply?gh_jid=7743083003,,50,MEDIUM,25,25,50-500emp(+20) MegaFunded(+20) 68OpenRoles(+15) NY(+10) NicheStack_Quantum(+10),https://www.linkedin.com/company/psiquantum/jobs,~300 (Mega-funded),Mega-funded – $700M+ raised
dice/greenhouse,PsiQuantum,apply?gh_jid=7730857003,Senior Cryostat Equipment Engineer,"Milpitas, California, United States","&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;PsiQuantum’s&amp;nbsp;mission is to build the first useful quantum computers—machines capable of delivering the breakthroughs the field has long promised. Since our founding in 2016, our singular focus has been to build and deploy million-qubit, fault-tolerant quantum systems.&lt;/span&gt;&lt;span data-ccp-props=&quot;{}&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;Quantum computers harness the ",2026-05-20,https://www.psiquantum.com/apply?gh_jid=7730857003,,50,MEDIUM,25,25,50-500emp(+20) MegaFunded(+20) 68OpenRoles(+15) NY(+10) NicheStack_Quantum(+10),https://www.linkedin.com/company/psiquantum/jobs,~300 (Mega-funded),Mega-funded – $700M+ raised
dice/greenhouse,PsiQuantum,apply?gh_jid=7740496003,"Intern, Optical Packaging Process","Milpitas, California, United States","&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;PsiQuantum’s&amp;nbsp;mission is to build the first useful quantum computers—machines capable of delivering the breakthroughs the field has long promised. Since our founding in 2016, our singular focus has been to build and deploy million-qubit, fault-tolerant quantum systems.&lt;/span&gt;&lt;span data-ccp-props=&quot;{}&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;Quantum computers harness the ",2026-05-19,https://www.psiquantum.com/apply?gh_jid=7740496003,,50,MEDIUM,25,25,50-500emp(+20) MegaFunded(+20) 68OpenRoles(+15) NY(+10) NicheStack_Quantum(+10),https://www.linkedin.com/company/psiquantum/jobs,~300 (Mega-funded),Mega-funded – $700M+ raised
dice/greenhouse,PsiQuantum,apply?gh_jid=7738656003,Senior Analog / Mixed-Signal IC Design Engineer,"Palo Alto, California, United States","&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;PsiQuantum’s&amp;nbsp;mission is to build the first useful quantum computers—machines capable of delivering the breakthroughs the field has long promised. Since our founding in 2016, our singular focus has been to build and deploy million-qubit, fault-tolerant quantum systems.&lt;/span&gt;&lt;span data-ccp-props=&quot;{}&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span data-contrast=&quot;auto&quot;&gt;Quantum computers harness the ",2026-05-18,https://www.psiquantum.com/apply?gh_jid=7738656003,,50,MEDIUM,25,25,50-500emp(+20) MegaFunded(+20) 68OpenRoles(+15) NY(+10) NicheStack_Quantum(+10),https://www.linkedin.com/company/psiquantum/jobs,~300 (Mega-funded),Mega-funded – $700M+ raised
